Username,Comment,Stemming,Translated,Sentiment_polarity,Sentiment
@indangwati2381,Awas ada kecurangan ..,awas curang,beware of cheating,0.0,neutral
@SuwandiSuwandi-ft7br,Haha gk nerima kalah,haha terima kalah,haha accept defeat,0.2,positive
@yeftarachmadrachmad6380,Knapa mo laporkan kecurangan setelah melihat hasil QC... <br>klu mmg ada kecurangan knapa tdk d laporkan lgsg pada PANWASLU  yg ada d skitar.. Tps. Spy d buatkan berita acara pelaporan tindak kecurangan. Klub perlu jam kejadian d cantumkan. Lbih2 d tanda tangani para saksi dr ke 3 kontestan. Spy tdak ada lg gaya PROTES spt ini. Melihat gejala akan kalah. Baru mengajukan gugatan. Sementara para saksi kjadian sdah pada BUBAR.,knapa lapor curang hasil qc curang knapa lapor langsung panwaslu tps buat berita acara lapor tindak curang klub jam jadi cantum lbih2 tanda tangan saksi kontestan gaya protes gejala kalah aju gugat saksi kjadian bubar,why report cheating QC results are cheating why report directly to supervisory committee tps make an event report reporting cheating club hours so include more signatures of witnesses contestants protest style symptoms of defeat sue witnesses incident disbanded,0.3,positive
@afriyadiadi7199,Pak prabowo telah belajar dari pengalaman pilpres dan beliau sangat berpengalaman ketimbang lawan2 nya,prabowo ajar alam pilpres beliau alam ketimbang lawan2,"Prabowo teaches that in the presidential election, he is about nature rather than his opponents",0.0,neutral
@mcr2720,"Tenang pak anis &amp; pak ganjar, prabowo menang kalian masih dianggap saudara kok<br>Itu dia yg ngomong di podcash dedi corbuzier",tenang anis ganjar prabowo menang anggap saudara kokitu omong podcash dedi corbuzier,"Calm down, Anis Ganjar Prabowo wins, consider Kotu's brother talking about Dedi Corbuzier's podcash",0.14814814814814817,positive
@dinayanadina2516,kalo gk puas..besok pgi prabowo jdi 70% tar truh mn mukanya anis md hhaa,puas besok pagi prabowo entar truh muka anis md hhaa,Satisfied tomorrow morning Prabowo will have an anis face md hhaa,0.5,positive
@gunawansulian1831,Merendah tuk hari esok itulah jiwa 02 🤞🤞✌️✌️✌️✌️✌️,rendah esok jiwa,low tomorrow soul,0.0,neutral
@HusnaHusna-du6vn,Alhamdulilah PRAGIB tetap suara teratas sesuai dgn surfei dari awal namun selalu di hujat.,alhamdulilah pragib suara atas sesuai surfei hujat,Thank God Pragib's voice over matches Surfei's blasphemy,0.0,neutral
@yosepgoriskelen5712,Bro jangan berkecil hati apapun itu 02 jadi pemenang nya,bro kecil hati apa menang,What a small-hearted brother to win,0.8,positive
@afriyadiadi7199,Presiden gemoy adalah pilihan rakyat indonesia...pak prabowo adalah orang cerdas karena dari dulu sampai sekarang beliau tidak pernah kosong jabatan....selamat buat pak prabowo dan pak gibran,presiden gemoy pilih rakyat indonesia prabowo orang cerdas beliau kosong jabat selamat prabowo gibran,"President Gemoy, choose the Indonesian people, Prabowo, an intelligent person, he is vacant, congratulations Prabowo Gibran",0.8,positive
@SurTini-yg4kx,l,l,l,0.0,neutral
@ekysinatra8976,Juragan terlalu tinggi hati,juragan hati,heart owner,0.0,neutral
@user-kf4nh8wk8f,Terima kasih kepada orang yang sombong  karena  kesombongan anda bisa menenangkan pilihan q,terima kasih orang sombong sombong tenang pilih ku,thank you proud arrogant people calm down choose me,0.3148148148148148,positive
@Rantai-nm8oo,Kk sama dorNg jangan menang bauuu😢tentuk dulu😢,kakak dorng menang bauuutentuk,sister don't win for sure,0.65,positive
@priyonos.p.d3501,"01 dan 03 jangan bersedih.......ini baru sampel  dr beberapa TPS, hasinya ???????",sedih sampel tps has,sad sample tps has,-0.5,negative
@user-kn1mi9sl8h,Jokowi prabowo yg amanah,jokowi prabowo amanah,Jokowi Prabowo is trustworthy,0.0,neutral
@amranhasibuan7900,"Sangat banyak kecurangan 😢Kawal terus,salam perubahan ☝️🇮🇩",curang kawal terussalam ubah,"cheating, control, hello, change",0.0,neutral
@MisRoni-jm1zl,Cukup di jogetin aja apa yang di katakan  TKN 01 dan 03 yang masi belum terima dengan kekapahan <br>Salam NKRI kita tercinta,joget tkn terima kapah salam nkri cinta,Joget won't accept the greetings of the Republic of Love,0.5,positive
@MardiUtomo-dv6vu,"Wajar gempuran uang,,,, beras,,,, minyak goreng,,,, termasuk,,, bansos,,, di mana² memang sangat dasat.  Dan saat ini generasi Z tidak tau sejarah akan peristiwa 98   dan yg paling utama yg  di pikirkan oleh para mak² pada saat ini  cuma kebutuhan sehari-hari  dan uang.  Dan  mereka sama sekali nggak tau apa itu konstitusi, KKN, pelanggar ham berat, food estate. Dan yang konyol lagi program makan siang gratis untuk santri dan anak sekolah malah di anggap paling tepat, bisa  mengatasi hemat  uang saku",wajar gempur uang beras minyak goreng bansos dasat generasi tau sejarah peristiwa utama pikir mak butuh seharihari uang tau konstitusi kkn langgar ham berat food estate konyol program makan siang gratis santri anak sekolah anggap atas hemat uang saku,"It's normal to fight for money, rice, cooking oil, social assistance for generations, know the history of the main events, think mom needs money every day, know the constitution, right, violate serious human rights, food estate, ridiculous free lunch program for school children, consider saving pocket money",0.046130952380952384,positive
@user-oh4ir8vo6j,Hati hati kecurangan,hati hati curang,heart is deceitful,0.0,neutral
@user-by6jh3mn2e,"02Tuhan berkati,,Doa udh tercapai,",02tuhan berkatidoa capai,02 god bless you reach,0.0,neutral
@Setyawan-ke7hh,Ya GK mugkinnn sejauh itu ..,mugkinnn,maybe,0.0,neutral
@apriani3565,Yg pendukung nomor 1 dan 3 GK berani komen julid dsini GK Kya sebelumnya...kan rakyat yg memilih  Prabowo kalo GK suka GK usah dipilih..tp akhirnya Menag tnp harus mnjelekan lawan berbeda pendukung Anis orang pintar pilih nomor satu kita GK butuh itu.,dukung nomor berani komen julid kaya rakyat pilih prabowo suka pilih menag mnjelekan lawan beda dukung anis orang pintar pilih nomor butuh,support bold numbers comment julid rich people vote for prabowo like to vote for menag vilify different opponents support anis smart people vote for numbers needed,0.2306547619047619,positive
@nardinartha2381,Iki wong ora waras udah kalah masih ngeyel sadardiri bro.yg daulat rakyat bro.,iki ora waras kalah ngeyel sadardiri bro daulat rakyat bro,this is not sane lose insist consciously bro sovereignty of the people bro,0.1,positive
@KelanKuningan,Akan ada apadijakarta hasilcurang bansos sijokowi akan ada apimembara biangkeroknya jokowirasakan mati suri 98 akan terjadi,apadijakarta hasilcurang bansos sijokowi apimembara biangkeroknya jokowirasakan mati suri,"What in Jakarta is the result of cheating on Sijokowi's social assistance, the fire is burning, the culprit of Jokowi feels like he is in suspended animation",0.03333333333333333,positive
@cobrahitam5786,"SANGAT DI SAYANGKAN WAKTU DEKAT PEMILIHAN PRESIDEN BU MEGA MENUNJUKAN KEBODOHANNYA YAITU MENJELEKAN TNI POLRI DAN PENDUKUNGNYA MENJELEKAN WARGA JAWA TIMUR, INILAH KESALAHAN YG SANGAT FATAL.JUGA PAK GANJAR YG TERLIHAT MEMUSUHI PAK JOKOWI INILAH YG RAKYAT TIDAK SENANG.HARUSNYA DARI KUBU PAK GANJAR DAN BU MEGA ITU MELAKUKAN KEBAIKAN JANGAN MALAH MEMPERLIHATKAN KESOMBONGAN DAN KEJUMAWAAN MEREMEHKAN TNI POLRI DAN ORANG JAWA TIMUR.",sayang pilih presiden bu mega tunjuk bodoh jelek tni polri dukung jelek warga jawa timur salah fatal ganjar musuh jokowi rakyat senang kubu ganjar bu mega baik sombong kejumawaan remeh tni polri orang jawa timur,"shame, vote for president, Bu Mega, appoint stupid, ugly, TNI, Polri, support ugly, people of East Java, fatal mistake, punish Jokowi's enemies, people are happy, the camp rewards Bu Mega, good, arrogant, low-key nobility, TNI Polri, people of East Java",-0.14000000000000004,negative
@arioke1277,Siapa sih yg dr 01 dan 03 ini ?<br>Makanya kalian itu jgn sombong.<br>Ini lah buah dr kesombongan kalian itu 😂😂😂,sih sombong buah sombong,arrogant fruit arrogant,0.0,neutral
@pangestu1481,..TUHAN... JUGA  MENGAWASI. PEMILU. INI... BRO.. JGN LUPA  .. MAKANNYA . KALO 02 MENANG . ITU... . kehendakNYA ..,tuhan awas milu bro lupa makan menang hendak,god watch out milu bro forgot to eat to win,0.8,positive
@priyonos.p.d3501,"Kenapa hasilnya hapir sama, mungkinkah mengangambil sepel yg sama?????, kalau ini benar bahaya.......",hasil hapir mengangambil sepel bahaya,The results almost took the edge off,0.0,neutral
@user-si7uj9hf5l,Saatnya Bapak Prabowo and Gibran udah pasti menan menjadi President yg ke 8 Indonesia,prabowo and gibran nan president indonesia,"Prabowo and Gibran, President of Indonesia",0.0,neutral
@aiunieyuni3246,yg kalah pasti tdk puas ujungnya pasti mngtakan bnyk kecurangan..udh biasa,kalah puas ujung mngtakan curang,"If you lose, you end up saying you're cheating",0.0,neutral
@user-zy8hc9xl2j,Siapa saja yg terpilih tetep harus bersatu ni da jalan allah gk usah saling tuntut ni da wahyu dari allah ni lah yg dinamakan satrio piningit ya itu gibran jelas yg akan melanjutkan indonesia emas.gk ada curangan allah da lihat mana yg baik bos ku semua moga pada sadar bos bos parte.😂😂😂😂🎉🎉🎉,pilih satu nih dah jalan allah tuntut nih dah wahyu allah nih nama satrio pingit gibran lanjut indonesia emas curang allah dah lihat bos ku moga sadar bos bos parte,"choose one, God's way demands it, God's revelation",0.0,neutral
@user-xs6ks2uu8d,"Prabowo❤ Presiden RI 2024,,prabowo pilihan rakyat❤",prabowo presiden ri prabowo pilih rakyat,"Prabowo, President RI Prabowo chooses the people",0.0,neutral
@sugengsantoso6288,Alhamdulillah 02 menang smg jadi pemimpin yang amanah,alhamdulillah menang moga pimpin amanah,"Alhamdulillah win, may you lead the trust",0.8,positive
@user-kv3op8eu2z,Kalau klah ya akui kekalahan...,klah aku kalah,I lost,0.0,neutral
@joko1447,"Mana omongane muhaimin iskandar yg katanya kuat dijawa , dijakarta , sumatera menng Telak ..... Alah alah presiden dan wakil hallu😊",omongane muhaimin iskandar kuat dijawa dijakarta sumatera menng telak alah alah presiden wakil hallu,"Muhaimin Iskandar's talk is strong in Java in Jakarta, Sumatra, wins a landslide victory for President Vice Hallu",0.3666666666666667,positive
@user-yr6ie9in6p,Yàh muda2han  pa Anies dan pakar harus sabar Alloh yang ngatur,muda2han anies pakar sabar allah atur,"Young, Anies, expert, be patient, God will arrange it",0.1,positive
@yulianangurudiu9668,"Dsar gila kekuasaan gk mw terima knytaan, gk legowo",dasar gila kuasa terima knytaan legowo,You're crazy and have the power to accept such a statement,-0.3,negative
@user-zv9kr5yo6h,Tempat sayak telak memang pragib..akui aja lah,sayak telak pragib aku,I'm going to give Pragib a big blow,0.0,neutral
@bl558,"Buktinya adalah tidak masuk akalnya masyarakat memilih calon yang sama sekali tidak cocok untuk mengatasi persoalan-persoalan yang substantif dan kompleks di zaman kita. Jadi motif memilih calon yang tidak cocok tidak ada hubungannya dengan kesesuaian antara Prabowo dan Gibran. Oleh karena itu, merupakan pemikiran yang logis. bahwa orang-orang ini dibimbing oleh ketakutan akan akibat jika tidak memilih Prabowo dan Gibran!",bukti masuk akal masyarakat pilih calon cocok atas persoalanpersoalan substantif kompleks zaman motif pilih calon cocok hubung sesuai prabowo gibran pikir logis orangorang bimbing takut akibat pilih prabowo gibran,Reasonable proof that people choose suitable candidates based on complex substantive issues of the times. Motives for choosing suitable candidates are related to Prabowo Gibran's logical thinking. People are afraid of the consequences of choosing Prabowo Gibran.,0.09285714285714286,positive
@mickyarman3429,Bukan masalah curang atau tidak nya ya. Tapi kalo dilihat dari kualitas kepemimpinan. Kayaknya 02 itu lebih baik daripada yang lain. Semua orang juga sudah tau urutan 01.  Bagaimana dia memimpin ibukota Jakarta sebagai gubernur. Dan orang udah tau gitu bagaimana keadaan Jakarta sewaktu itu.  Begitupun paslon urut 03.   Tapi kita belum punya data tentang Paslon urut 02. Lagipula. Orang udah bosan. Dengan politik yang membawa-bawa agama didalamnya tapi pada akhirnya sangat jauh berbeda hasilnya.  Ya. Kita coba saja. Paslon urut 02. Dan berharap kedepannya bisa lebih baik lagi.    👍,curang kualitas pimpin kayak orang tau urut pimpin ibukota jakarta gubernur orang tau jakarta paslon urut data paslon urut lagipula orang bosan politik membawabawa agama dalam beda hasil coba paslon urut harap depan,"Cheating quality of leaders like people who know how to massage the leader of the capital city of Jakarta, the governor of Jakarta, people who know about massage paslons, massage paslons, anyway, people are bored with politics, bring religion in different results, try massage paslons, hope for the future",-0.16666666666666666,negative
@user-by6jh3mn2e,"02,itulah doa yg Kita naikan udh tercapai,tuhan memberkati prabowo mas gibran Tuhan berkati, 🙏😊",doa naik tercapaituhan kati prabowo mas gibran tuhan berkat,"Prayer goes up, God Kati Prabowo, Mas Gibran, God bless",0.0,neutral
@ratnapuji7431,"Buat mas surya ,, ndak usah berdalih yg tidak tidak .. <br>Trima aja kekalah an . Jangan cari2 kesalah an orang lain buat menutupi kekalah an mu .. <br>Nyoba kalau capres mu yg menang , ngak mungkin cari2 kesalah yg lain",mas surya indak dalih terima kalah an cari salah an orang tutup kalah an mu coba capres mu menang cari salah,Mas Surya Indak excuses himself from accepting defeat and finding fault and people covering up their defeat and trying to win your presidential candidate and finding fault,0.8,positive
@kentahamada6994,Jokowi effek ruarr binasaa<br>Pdi-p tnpa jokowi sperti ayam tnpa kpla,jokowi effek ruarr binasaapdip jokowi ayam kpla,jokowi effect ruarr binasaapdip jokowi chicken kpla,-0.6,negative
@iyudtaryudi212,Gagal bangkit lagi. Gagal bangkit lagi. Pantang menyerah. Itulah jiwa pejuang bpk prabowo. 2 kali saya dukung 2 kali kalah. Tapi mudah2an tauin ini tahun nya bpk prabowo. Dan semoga bpk bisa membawa nama baik negri ini dan bisa mensejahterakan rakyat. Aminn.. Gass menuju Indonesia emas.,gagal bangkit gagal bangkit pantang serah jiwa juang bpk prabowo kali dukung kali kalah mudah tauin bpk prabowo moga bpk bawa nama negeri sejahtera rakyat amin gass indonesia emas,failed to rise failed to rise never give up the fighting spirit of Mr. Prabowo this time support this time lose easily know Mr. Prabowo hopefully Mr. will bring the name of the country prosperous people amen gass golden Indonesia,-0.06666666666666667,negative
@laragunawan6435,"Kecewa dengan PDIP dan Ganjar yang tidak percaya jumlah suara pemilihnya.. Seharusnya jiwa kesatria dan negarawan mau mengakui kekalahannya dan bukan malah membentuk timsus dan lain lain.. Dengan dugaan kecurangan pemilu... Tokoh berkarakter seperti ini, jangan dipilih lagi kedepannya..",kecewa pdip ganjar percaya suara pilih jiwa kesatria negarawan aku kalah bentuk timsus duga curang milu tokoh karakter pilih depan,disappointed pdip ganjar believe vote vote soul knight statesman i lost form special team suspect cheating milu character figure vote front,-0.19642857142857142,negative
@user-ve1eo9oe7n,"Siapapun yg menang udah jelas itu rakyat tapi persoalan kecurangan jangan lah di ucapkan dulu lah kalo cuma hasil sementara., jangan jadi trakdisi kalo yg kalah selalu pengen ungkap kecurangan.. lebih baiknya di kawal di amati dan jangan dikit dikit curang kalo emang belum ada bau2 kecurangan..... Kata kata curang di sumpan dulu lah.. percayakan ada sama KPU.........",menang rakyat curang ucap hasil trakdisi kalah pengin curang baik kawal amat dikit dikit curang bau2 curang curang sumpan percaya kpu,"win, people cheat, say the results of tradition, lose, want to cheat, be good, control very little, cheat, smell, cheat, cheat, give confidence to KPU",0.41875,positive
@kimcaribahanmakanan2521,Kl tukang curang pasti takut d curangi.. 02 menang.. 😂😂😂😂😂,tukang curang takut curang menang,cheaters fear cheating wins,0.3,positive
@komochanel5366,GUE SANGAT AMAT SETIA DENGAN PAK PRABOWO... TULUS UNTUK NEGARA,gue setia prabowo tulus negara,"I am loyal to Prabowo, sincere to the country",0.41666666666666663,positive
@RyonSaputra,Palembang siap membom suara dari pendukung 02 amieeeen,palembang bom suara dukung amieeeen,Palembang vote bomb supports Amieeen,0.0,neutral
@sulissunari9310,"Anis dan Ganjar gak tau kalau Muhaimin dan Mahfud  coblos no 2,...😂",anis ganjar tau muhaimin mahfud coblos no,Anis Ganjar Tau Muhaimin Mahfud voted no,0.0,neutral
@kurniawan9249,"Terima kasih 01 dan 03 sdh mengantar 02 menjadi pemenang di pilpres 2024, semoga 02 amanah",terima kasih antar menang pilpres moga amanah,Thank you for winning the presidential election. May you be trustworthy,0.5,positive
@wegyandrian2128,"KECEWA SAMA HASIL, KATANYA PEMILU BERSIH, EH TAUNYA BANYAK YG KOTOR🫠",kecewa hasil milu bersih eh tau kotor,Disappointed with the results of the clean milu but I know it's dirty,-0.3277777777777778,negative
@yogagandhozt2137,"Yang sering teriak teriak Org zolim pasti bakalan kalah. Ciieee yg sering bilang gitu , sekarang kalah. Zolim sih wkwkwk",teriak teriak orang zolim kalah ciieee bilang kalah zolim sih wkwkwk,"Shouting, the unjust people are losing, ciieee, they say they are losing to the zolim, hahaha",0.2,positive
@rizkipratama9864,Indramayu pak jokowi,indramayu jokowi,Indramayu Jokowi,0.0,neutral
@jackmarlan-gaming,Salah kata salah sikap mohon maaf....ntar dulu bro...Paslon kau sudah keterlaluan nyerang pak Jokowi,salah salah sikap mohon maaf entar bro paslon kau serang jokowi,"wrong attitude, sorry, bro, your candidate pair attacked Jokowi",-0.5,negative
@uloonkhitoyojo1547,Kita tunggu makan siang gratis disaat sembako mahal.,tunggu makan siang gratis saat sembako mahal,wait for free lunch when groceries are expensive,-0.04999999999999999,negative
@SusiLawati-rl2ir,"Alhamdulillah,akhir nya terwujud juga cita2 seorang pejuang untuk mengabdi pada bangsa dn memperbaiki nasib rakyat Indonesia,semoga rakyat Indonesia mnjdi sejahtera,amiiinn yrb alaminn",alhamdulillahakhir wujud cita juang abdi bangsa baik nasib rakyat indonesiasemoga rakyat indonesia sejahteraamiiinn yrb alaminn,Alhamdulillah the end of the existence of the will to fight for the good of the people of Indonesia. May the people of Indonesia be well,0.7,positive
@vezamedia615,JAWA TIMUR PRABOWO ✌️ mutlak ✌️✌️✌️✌️✌️✌️,jawa timur prabowo mutlak,East Java absolute Prabowo,0.2,positive
@kianur2960,01 selalu bilang perubahan.. kira2 yg mau di ruba itu apa ya<br>Jln tol da bagus<br>Negara aman<br>Rakyat tidak ada yang mati kelaparan<br>Pelayanan kesehatan bagus<br>Nah yg mau di  rubah itu apa.. Alhamdulillah dengan anis tidak terpilih.. Indonesia selamat,bilang ubah ruba yajln tol dah bagusnegara amanrakyat mati kelaparanpelayanan sehat bagusnah rubah alhamdulillah anis pilih indonesia selamat,"said to change the ruba, the toll road is good, the country is safe, the people are dying of hunger, the service is healthy, the fox is good, thank God, Anis chose Indonesia, congratulations",0.6,positive
@usopdhal67,Apa lagi mau di perjuangkan..sedangkan berbagai laporan dibuat malah terus juga Gibran dan prabowo pemenangnya...Walau apa pun 02 tetap akan menang...,juang lapor gibran prabowo menang menang,struggle to report Gibran Prabowo win win,0.8,positive
@kurniawan9249,"Surya candra dan aryo seno sdh lah tdk perlu merasa paling benar, semua yg terjadi tdk lepas dari tangan tuhan, jadi lu berdua tdk perlu mencari-cari kesalahan yg sebenarnya tdk ada, anis imin maupun ganjar selesai nyoblos mengatakan bahwa TPS sdh bagus, pencoblosan berjalan teratur, tertip, rapi dan lancar, sekarang setah tahu Prabowo Gibran menang fersi quick caunt kok sibuk mencari-cari adanya kecurangan, sakit hati ya Prabowo Gibran menang,,? Udahlah jangan melawan kehendak tuhan, ntar nasip lu bisa hancur",surya candra aryo seno lepas tangan tuhan dua mencaricari salah anis imin ganjar selesai nyoblos tps bagus coblos jalan atur tip rapi lancar setah prabowo gibran menang fersi quick caunt sibuk mencaricari curang sakit hati prabowo gibran menang lawan hendak tuhan entar nasip hancur,"Surya Candra Aryo Seno let go of God's hand, looking for mistakes, Anis Imin Gangar, finished voting, voting, voting, running, organizing tips, neatly, smoothly, after Prabowo Gibran wins, Quick Caunt version, busy looking for cheats, heartache, Prabowo Gibran wins, God willing, fate will be ruined",0.28055555555555556,positive
@yulianangurudiu9668,01 03 hrs legowo jng cari2 kslahan justru klian yg main curang,legowo cari salah main curang,just looking for something wrong with cheating,-0.5,negative
@DianPermatasari-qs8jv,Di t4 saya di Banyuasin terdengar suara speaker dr 3 TPS.selalu no 02 yg di sebut saat perhitungan.saya main ke t4 KK saya di Musi 6.ada 2tps.perhitungan ny jg sama 02 trs yg disebut.jd yg blng crng wajib di pertanyakan,banyuasin dengar suara speaker tps no hitung main kakak mus 2tps hitung nya bilang crng wajib,Banyuasin hear the sound of the speaker tps no hitung main brother mus 2tps hitungnya says crng wajib,0.2833333333333333,positive
@AmranLadi-dl3oy,"Tpi saya minta dari 03 untuk merilis flm baru, krna punya banyak sutra dara yg sangat handal, pintar menggiring bebek, tpi bebeknya juga sangat cerdas",rilis film sutra dara handal pintar giring bebek bebek cerdas,release of the reliable silk film Smart Dribbling Ducks Smart Ducks,0.21428571428571427,positive
@tottotrully6006,si tukang omon omon kalah jauh wkwkkwkw doa rakyat allah kabulkan ... moga terima kekalahan,sih tukang omon omon kalah wkwkkwkw doa rakyat allah kabul moga terima kalah,"he's a bully who talks about losing, hahaha, the people's prayers are answered, God accepts their defeat",0.2,positive
@supaisupai9906,ya.. tntu byk kesalahan bang slah ny d mna sk hjt org tuh. sm hina org dn rendahkan org tu salahny,tntu salah abang salah nya suka hjt orang tuh hina orang rendah orang salahny,"It's wrong brother, it's wrong to like to hate people, it's wrong to despise inferior people",-0.575,negative
@suwanji1473,Yg milih rakyat kok banyak bacot,pilih rakyat bacot,choose the bastards,0.0,neutral
@user-hk7bt5hy9h,"Terus kwwal, terus jaga yah kekalahan 03, bersifat legowo lah jgn sampai ketika kalah lantas teriak curang, itu suera rakyat yg dulu milik PDI pindah ke Prabowo karena kedombongan Megawati bdan cara megawati yg memperlakukan Jokowi sebagai petugas partai ingat tanpa ada PDI pun Jokowi tetap Jokowi yg punya vanyak pendukung ingat itu dan kepercayaan itu hasil dr kinerja Jokowi selama dua periode",kwwal jaga kalah sifat legowo kalah lantas teriak curang suera rakyat milik pdi pindah prabowo kedombongan megawati badan megawati laku jokowi tugas partai pdi jokowi jokowi vanyak dukung percaya hasil kerja jokowi periode,kwwal guard loses loose nature loses then shouts cheating suera people belonging to pdi move prabowo arrogance megawati body megawati behavior jokowi duties pdi party jokowi jokowi vanyak support believe in the results of jokowi's work period,-0.22564102564102564,negative
@asepsurya30,salam dari PMI Hungary 02 josss,salam pmi hungary josss,Greetings PMI Hungary Joss,0.0,neutral
@hajiyanto7845,SEMOGA PASLON 01 DAN 03 BERJIWA BESAR MENERIMA KEMENANGAN 02 YANG TELAH DIBERI AMANAH OLEH ALLAH ATAS DUKUNGAN SELURUH RAKYAT INDONESIA,moga paslon jiwa terima menang amanah allah dukung rakyat indonesia,May the soul candidate pair receive God's trust to win and support the Indonesian people,0.8,positive
@zhuky6730,Buzzer 01 menggila di tiktok 😂😂😂😂😂😂,buzzer gila tiktok,buzzer gila tiktok,0.0,neutral
@KelanKuningan,Jangan bangga hasil curang bansos. Jokowigurubesar mahasiswa akan bertindak 98.akanterulang rasakan jokowi siap 2 hasil curang,bangga hasil curang bansos jokowigurubesar mahasiswa tindak akanterulang rasa jokowi hasil curang,"Proud of Jokowi's fraudulent results from social assistance, the student teacher's actions will repeat Jokowi's feeling of cheating",0.4166666666666667,positive
@noedisty2857,Mangkane ojo kemaki ben dadi. Salam 02 pasuruan jatim,mangkane ojo maki ben dadi salam pasuruan jatim,so don't curse and become a greeting pasuruan jatim,0.0,neutral
@viktormanuhutu5441,"Yang kalah tidak berkacil hati tetapi harus berlapang dada untuk menerima semua hasil perhitungan suara  yang akan di terbitkan oleh survei cepat maupun oleh KPU demi terciptanya persatuan, keutuhan dan kenyamanan seluruh rakyat indonesia.<br>Terlalu besar perbedaan hasil survei cepat antara capres nomor urut 1-2-3, kita tunggu saja hasil perhitungan suara dari KPU.",kalah berkacil hati lapang dada terima hasil hitung suara terbit survei cepat kpu cipta satu utuh nyaman rakyat indonesia beda hasil survei cepat capres nomor urut tunggu hasil hitung suara kpu,"defeated, disheartened, open-minded, accept the results of the published vote count, the KPU's quick survey creates a unified whole, comfortable for the Indonesian people, different results of the quick presidential candidate survey, serial number, wait for the results of the KPU vote count.",0.2777777777777778,positive
@gatutsetiawan3620,Quick Count adalah Rekayasa Propaganda Intelijen Asing.,quick count rekayasa propaganda intelijen asing,quick count foreign intelligence propaganda engineering,0.0361111111111111,positive
@antipki5178,OOOOW...  MASIH SEMENTARA TO CAH....,oooow cah,oooow cah,0.0,neutral
@malimali6877,Mendahului KPU... Membuat kegaduhan...,dahulu kpu gaduh,I used to be rowdy,0.0,neutral
@Apusi17,Prabowo gibran menang telak. Ayo +62 bersatu memajukan bangsa NKRI menjadi negara maju.. selamat pak Prabowo..,prabowo gibran menang telak ayo satu maju bangsa nkri negara maju selamat prabowo,"Prabowo Gibran wins by a landslide, let's move forward, the nation of the Republic of Indonesia is a developed country, congratulations, Prabowo",0.2,positive
@malimali6877,Merusak kinerja KPU...,rusak kerja kpu,KPU's work is damaged,0.0,neutral
@antipki5178,MOSOK SI CAH... KOK KAYAK SULAPAN...,mosok sih cah kayak sulap,why is it like magic,0.5,positive
@malimali6877,Angka angka setelan...,angka angka setel,set numbers,0.0,neutral
@Iwan-yj7lh,Kalah Yo ttp kalah waee Ra sah ngeyel,kalah kalah waee ra sah ngeyel,"lose, lose, wow, it's really annoying",-0.35000000000000003,negative
@adindasyifaarsyila7051,bantenge ddi gule..,bantenge ddi gule,bantenge ddi gule,0.0,neutral
@user-uf6td8tk5o,"Tak ku sangka nilai 5 &amp; 11 sangat2 berarti untuk 02 meskipun dengan tetesan air mata p.prabowo,Alloh sangat2 adil tetessn air mata p prabowo sangat berhaga di hadapan Allah SWT .itu lah hadiah yg di berikan Allah berupa kemenangan muntlak.selamat menikmati  Indonesia emas ....sekses 02 mantap.👍",ku sangka nilai sangat tetes air mata p prabowoalloh sangat adil tetessn air mata p prabowo berhaga hadap allah swt hadiah allah menang muntlak selamat nikmat indonesia emas sekses mantap,"I think the value is very teardrops P Prabowo Allah is very fair teardrops P Prabowo is worthy of Allah SWT God's gift is an absolute victory Congratulations, Indonesia, golden success, great",0.43476190476190474,positive
@jensbungsu4958,"kalah ya kalah dul ngoceh aja 01 sakit hati dan pana kebakaran<a href=""UCkszU2WH9gy1mb0dV-11UJg/b8IfY7zOK9iVkNAP_I2A-AY""></a>03 sakit hati banget hahaha sudah lah yg kalah menyadari kekalan nya",kalah kalah dul oceh sakit hati pana kebakaran03 sakit hati banget hahaha kalah sadar kekal,"Losing, losing, dul chatter, heartache, pana fire03, really hurt, hahaha, losing, eternal consciousness",0.2,positive
@hadisusilo1233,Rakyat lbh peka siapa yg harus di pilih. Yg menang memang pilihan rakyat dan di ridhoi Allah.,rakyat peka pilih menang pilih rakyat ridhoi allah,"Sensitive people choose to win, choose the people who are blessed by Allah",0.45,positive
@user-by2zq3dc2g,Alhamdulillah..02 jadi di desaku mutlah pk prabowo amiin,alhamdulillah desa mutlah pakai prabowo amin,"Thank God, the village will definitely use Prabowo, amen",0.0,neutral
@tatab1105,Prabowo Gibran menang di propinsi Sumut... hasil real count yg di ambil dari seluruh TPS.Sumut.,prabowo gibran menang propinsi sumut hasil real count ambil tps sumut,"Prabowo Gibran wins North Sumatra province, real count results for North Sumatra polling stations",0.25,positive
@user-ex9zd6ol2w,Hibur sj diri mu 01 03😂😂,hibur mu,entertain you,0.0,neutral
@user-dt2wo2gr3b,Kemenangan Prabowo Gibran kemenangan kita semua,menang prabowo gibran menang,Prabowo Gibran wins,0.3,positive
@mikodobing08,"Maling teriak maling,padahal banyak kecurangan diberbagai tempat dilakukan paslon 01,03",maling teriak malingpadahal curang bagai paslon,thief shouted thief even though he was cheating like a candidate pair,0.0,neutral
@dinaagustin8380,pdip terlalu sombong sekarang karna 03 kalah gak setuju dengan hasil quick qount nah dulu waktu unggul setuju,pdip sombong kalah tuju hasil quick qount unggul tuju,arrogant pdip lost to tuju result of quick count superior to tuju,0.5166666666666666,positive
